OBJECTID,ACTIVITY,VERSION,YEAR,ALL_OPER_UNITS,OPER_UNIT_GROUP,OPERATING_UNIT,OPERATING_UNIT_DESCRIPTION,ALL_DEPTS,DEPARTMENT_OP_UNIT,DEPARTMENT_DIVISION,DEPTID,DEPARTMENT_DESCRIPTION,ALL_FUNDS,FUND_GROUP,FUND_SUMMARY,FUND,FUND_DESCRIPTION,ALL_ACCOUNTS,NET,EXPREV,OJBECT_CLASS,ACCOUNT_CATEGORY,ACCOUNT,ACCOUNT_DESCRIPTION,BUDGET_AMOUNT
6286,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001511,On-Street Parking Admin,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,City Property,Property Accounts,E_474410,Computer Equipment,4655
6287,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001511,On-Street Parking Admin,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Revenues,"Charges, Fees, and Services","Charges, Fees, & Services Accounts",R_343040,Parking Meter Removal Fees,281548
6288,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001511,On-Street Parking Admin,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Objects,E_481150,Memberships Licenses and Dues,1000
6289,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001511,On-Street Parking Admin,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Objects,E_481010,Group Benefit Clearing,4434
6290,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001511,On-Street Parking Admin,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,General Supplies,E_461160,Small Tools And Equipment,600
6291,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001511,On-Street Parking Admin,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,General Supplies,E_461090,Scientific And Technical Supply,500
6292,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,16000
6293,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,6357
6294,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Prof and Tech Svcs,E_434030,Security Services,200
6295,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413130,Longevity,400
6296,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Salaries,E_411010,Regular Hours,2247071
6297,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Revenues,"Fines, Forfeitures, and  Penalties","Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,8975022
6298,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employer Paid Taxes,E_415030,Worker's Compensation,85333
6299,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employer Paid Taxes,E_415015,Medicare Insurance,32583
6300,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employer Paid Taxes,E_415010,FICA - OASDI,139318
6301,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413300,Clothing and Uniforms,37270
6302,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413150,Insurance Contribution,469201
6303,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413190,Deferred Compensation No 1,3033
6304,CentBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,192221
6305,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413170,PERS Retirement,324005
6306,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Property Services,E_443030,Radio Equip M&R-Comm Division,6170
6307,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Property Services,E_443010,Repair And Maintenance Service,420
6308,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,361000
6309,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Purchased Services,E_458010,Transportation,1300
6310,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Purchased Services,E_456040,Laundry Services,6992
6311,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Purchased Services,E_453020,Cellular Telephone,1800
6312,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Purchased Services,E_455010,Printing And Binding,13000
6313,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Purchased Services,E_453010,Telephone,500
6314,CentBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Property Services,E_444030,Rental Of Vehicles,350
6315,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,720000
6316,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund SerProvided,E_501010,Central Services Mail Charges,3000
6317,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,City Property,Property Accounts,E_474410,Computer Equipment,18136
6318,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employer Paid Taxes,E_415020,State Unemployment Insurance,11340
6319,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Objects,E_481150,Memberships Licenses and Dues,500
6320,CentBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,City Property,Property Accounts,E_474230,Vehicle Replacement Charge,85818
6321,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,City Property,Property Accounts,E_474220,Vehicle Accessories,40
6322,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Objects,E_481010,Group Benefit Clearing,17282
6323,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,General Supplies,E_461160,Small Tools And Equipment,196200
6324,CentBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Energy and Fuel,E_462020,Fuel,71943
6325,BaseBudAct,Stage 2,FY15,Total Entity,Operating Offices,OU_15000,Public Works,Current Departments,Public Works Departments,Parking Services Division,D_15001521,Parking Enforcement,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,General Supplies,E_461090,Scientific And Technical Supply,1600
